,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,correct_model
229,21.0,0.624,0.0,1.0,0.0,2.0,0.0,4.0,1690.0,2.0,1.0,18.0,1.0,random_forest
230,102.0,0.804,0.0,0.0,2.0,2.0,0.0,7.0,2192.0,3.0,0.0,11.0,1.0,random_forest
231,21.0,0.624,0.0,0.0,2.0,3.0,0.0,2.0,2014.0,3.0,0.0,8.0,0.0,random_forest
232,21.0,0.624,0.0,1.0,0.0,2.0,0.0,3.0,50.0,1.0,1.0,7.0,1.0,random_forest
233,115.0,0.789,1.0,0.0,2.0,2.0,0.0,3.0,2144.0,3.0,0.0,144.0,1.0,random_forest
234,21.0,0.624,0.0,1.0,0.0,3.0,0.0,4.0,50.0,3.0,1.0,45.0,0.0,logistic_regression
235,21.0,0.624,0.0,1.0,0.0,3.0,0.0,11.0,10000.0,3.0,1.0,17.0,1.0,random_forest
236,21.0,0.624,0.0,0.0,2.0,3.0,0.0,15.0,1000.0,4.0,3.0,174.0,0.0,random_forest
237,19.0,0.682,0.0,1.0,2.0,2.0,0.0,1.0,1545.0,2.0,1.0,45.0,1.0,random_forest
238,21.0,0.624,0.0,0.0,2.0,1.0,0.0,4.0,1731.0,3.0,0.0,64.0,1.0,random_forest
239,103.0,0.92,2.0,1.0,0.0,3.0,0.0,18.0,2699.0,2.0,1.0,45.0,1.0,random_forest
240,21.0,0.624,0.0,1.0,2.0,3.0,0.0,5.0,100.0,2.0,1.0,28.0,1.0,logistic_regression
241,21.0,0.624,0.0,1.0,2.0,2.0,0.0,0.0,500.0,3.0,1.0,14.0,0.0,random_forest
242,21.0,0.624,0.0,0.0,0.0,2.0,0.0,3.0,2241.0,3.0,1.0,46.0,1.0,random_forest
243,103.0,0.92,0.0,0.0,0.0,2.0,0.0,21.0,2779.0,3.0,1.0,32.0,1.0,random_forest
244,21.0,0.624,0.0,1.0,0.0,3.0,0.0,7.0,10000.0,3.0,1.0,34.0,1.0,logistic_regression
245,21.0,0.624,0.0,1.0,0.0,2.0,0.0,6.0,1.0,3.0,2.0,36.0,1.0,random_forest
246,21.0,0.624,0.0,1.0,0.0,3.0,0.0,9.0,10000.0,3.0,1.0,166.0,0.0,logistic_regression
247,21.0,0.624,0.0,0.0,2.0,2.0,0.0,0.0,1598.0,3.0,0.0,114.0,0.0,random_forest
248,16.0,0.91,0.0,0.0,2.0,2.0,0.0,1.0,2460.0,3.0,1.0,26.0,1.0,random_forest
249,27.0,0.848,0.0,0.0,0.0,2.0,0.0,8.0,2454.0,3.0,0.0,56.0,1.0,random_forest
250,21.0,0.624,0.0,1.0,0.0,2.0,0.0,3.0,50.0,3.0,1.0,21.0,0.0,logistic_regression
251,99.0,0.915,0.0,0.0,2.0,2.0,0.0,3.0,2323.0,3.0,1.0,16.0,1.0,random_forest
252,175.0,0.7759999999999999,0.0,0.0,2.0,2.0,0.0,2.0,1892.0,3.0,0.0,9.0,1.0,random_forest
253,173.0,0.878,0.0,1.0,2.0,2.0,0.0,10.0,1958.0,3.0,4.0,53.0,1.0,random_forest
254,107.0,0.518,0.0,1.0,0.0,2.0,0.0,6.0,100.0,5.0,1.0,19.0,0.0,logistic_regression
255,21.0,0.624,0.0,0.0,2.0,2.0,0.0,12.0,2213.0,3.0,0.0,57.0,1.0,random_forest
256,21.0,0.624,0.0,1.0,0.0,2.0,0.0,4.0,500.0,1.0,1.0,5.0,1.0,random_forest
257,103.0,0.92,0.0,0.0,2.0,2.0,2.0,10.0,2244.0,3.0,1.0,87.0,1.0,random_forest
258,21.0,0.624,0.0,1.0,0.0,2.0,0.0,7.0,100.0,3.0,1.0,48.0,1.0,random_forest
259,103.0,0.92,0.0,0.0,2.0,2.0,0.0,9.0,2586.0,3.0,5.0,18.0,0.0,logistic_regression
260,21.0,0.624,0.0,1.0,2.0,2.0,0.0,6.0,10.0,3.0,1.0,26.0,0.0,logistic_regression
261,103.0,0.92,0.0,1.0,0.0,2.0,0.0,4.0,1797.0,2.0,1.0,96.0,1.0,random_forest
262,21.0,0.624,0.0,1.0,0.0,3.0,0.0,7.0,100.0,3.0,4.0,104.0,1.0,random_forest
263,104.0,0.924,0.0,0.0,2.0,1.0,0.0,3.0,2224.0,3.0,5.0,264.0,0.0,logistic_regression
264,21.0,0.624,1.0,1.0,0.0,3.0,0.0,15.0,10.0,3.0,1.0,9.0,1.0,random_forest
265,21.0,0.624,0.0,1.0,0.0,2.0,0.0,7.0,500.0,2.0,2.0,2.0,1.0,random_forest
266,21.0,0.624,0.0,1.0,0.0,2.0,0.0,9.0,50.0,3.0,1.0,9.0,0.0,logistic_regression
267,21.0,0.624,0.0,1.0,0.0,2.0,0.0,8.0,1.0,0.0,1.0,129.0,0.0,logistic_regression
268,101.0,0.5579999999999999,0.0,0.0,0.0,1.0,0.0,6.0,1632.0,2.0,0.0,31.0,1.0,random_forest
269,21.0,0.624,0.0,1.0,0.0,3.0,0.0,4.0,50.0,1.0,1.0,212.0,1.0,random_forest
270,21.0,0.624,0.0,1.0,0.0,2.0,0.0,3.0,50.0,1.0,2.0,58.0,1.0,random_forest
271,101.0,0.5579999999999999,0.0,0.0,0.0,2.0,0.0,1.0,1598.0,2.0,1.0,234.0,0.0,logistic_regression
272,160.0,0.92,0.0,1.0,0.0,2.0,0.0,8.0,1820.0,2.0,4.0,28.0,0.0,logistic_regression
273,173.0,0.878,0.0,0.0,2.0,1.0,0.0,12.0,2025.0,3.0,4.0,10.0,0.0,logistic_regression
274,103.0,0.92,0.0,1.0,0.0,2.0,4.0,21.0,1827.0,2.0,2.0,51.0,1.0,random_forest
275,11.0,0.55,0.0,0.0,2.0,1.0,0.0,4.0,1409.0,3.0,0.0,23.0,0.0,random_forest
276,11.0,0.55,0.0,1.0,1.0,2.0,0.0,10.0,500.0,3.0,1.0,62.0,1.0,random_forest
277,21.0,0.624,0.0,1.0,0.0,2.0,0.0,1.0,500.0,3.0,1.0,10.0,1.0,random_forest
278,21.0,0.624,0.0,1.0,0.0,3.0,0.0,5.0,500.0,3.0,1.0,102.0,0.0,logistic_regression
279,21.0,0.624,0.0,1.0,0.0,2.0,0.0,0.0,500.0,3.0,1.0,32.0,1.0,random_forest
280,67.0,0.855,1.0,0.0,2.0,2.0,0.0,3.0,2571.0,3.0,2.0,17.0,1.0,random_forest
281,11.0,0.55,0.0,1.0,0.0,2.0,0.0,3.0,50.0,3.0,2.0,64.0,0.0,logistic_regression
282,21.0,0.624,0.0,1.0,0.0,3.0,0.0,9.0,100.0,3.0,5.0,96.0,0.0,logistic_regression
283,103.0,0.92,0.0,0.0,2.0,2.0,0.0,2.0,2702.0,4.0,1.0,50.0,1.0,random_forest
284,64.0,0.6659999999999999,0.0,0.0,0.0,2.0,0.0,3.0,2279.0,3.0,2.0,44.0,1.0,random_forest
285,21.0,0.624,0.0,1.0,0.0,2.0,0.0,5.0,10.0,1.0,0.0,56.0,1.0,random_forest
286,160.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2480.0,3.0,5.0,18.0,1.0,random_forest
287,21.0,0.624,0.0,0.0,2.0,1.0,0.0,2.0,1704.0,3.0,0.0,28.0,1.0,random_forest
288,103.0,0.92,0.0,1.0,0.0,3.0,0.0,10.0,2214.0,2.0,1.0,112.0,1.0,random_forest
289,21.0,0.624,0.0,0.0,2.0,1.0,0.0,0.0,1617.0,3.0,0.0,166.0,1.0,random_forest
290,100.0,0.887,0.0,0.0,2.0,3.0,1.0,7.0,2535.0,3.0,1.0,23.0,1.0,random_forest
291,21.0,0.624,0.0,1.0,0.0,3.0,0.0,7.0,10.0,3.0,1.0,284.0,0.0,logistic_regression
292,103.0,0.92,0.0,0.0,0.0,2.0,0.0,3.0,2386.0,3.0,5.0,74.0,0.0,logistic_regression
293,160.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2436.0,3.0,5.0,118.0,1.0,random_forest
294,21.0,0.624,0.0,0.0,2.0,1.0,0.0,5.0,1753.0,3.0,0.0,91.0,1.0,random_forest
295,61.0,0.913,0.0,0.0,2.0,2.0,0.0,3.0,2396.0,3.0,1.0,15.0,1.0,random_forest
296,128.0,0.527,0.0,0.0,0.0,2.0,0.0,5.0,100.0,3.0,1.0,15.0,0.0,logistic_regression
297,103.0,0.92,0.0,0.0,1.0,2.0,0.0,1.0,2279.0,3.0,1.0,128.0,1.0,random_forest
298,21.0,0.624,0.0,1.0,2.0,2.0,0.0,5.0,1000.0,3.0,1.0,18.0,0.0,random_forest
299,103.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2180.0,2.0,1.0,19.0,1.0,random_forest
300,21.0,0.624,0.0,1.0,0.0,2.0,0.0,9.0,10000.0,3.0,0.0,80.0,1.0,random_forest
301,10.0,0.895,1.0,0.0,2.0,2.0,0.0,7.0,3682.0,5.0,1.0,21.0,1.0,random_forest
302,21.0,0.624,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,111.0,1.0,random_forest
303,21.0,0.624,1.0,1.0,0.0,2.0,0.0,4.0,50.0,3.0,2.0,38.0,1.0,random_forest
304,21.0,0.624,0.0,1.0,0.0,2.0,0.0,8.0,500.0,3.0,2.0,113.0,0.0,logistic_regression
305,103.0,0.92,1.0,1.0,0.0,2.0,0.0,8.0,1799.0,2.0,1.0,3.0,0.0,logistic_regression
306,21.0,0.624,0.0,1.0,0.0,3.0,0.0,5.0,100.0,3.0,1.0,246.0,1.0,random_forest
307,74.0,0.579,0.0,1.0,0.0,2.0,0.0,3.0,10.0,3.0,1.0,21.0,1.0,random_forest
308,16.0,0.91,1.0,0.0,0.0,2.0,0.0,14.0,2789.0,3.0,0.0,80.0,1.0,random_forest
309,103.0,0.92,2.0,0.0,1.0,2.0,0.0,15.0,2491.0,3.0,0.0,118.0,0.0,logistic_regression
310,103.0,0.92,0.0,1.0,0.0,2.0,0.0,18.0,2072.0,2.0,1.0,153.0,1.0,random_forest
311,28.0,0.939,0.0,0.0,2.0,2.0,0.0,7.0,2646.0,3.0,2.0,78.0,1.0,random_forest
312,160.0,0.92,0.0,1.0,2.0,2.0,1.0,21.0,2247.0,3.0,5.0,90.0,1.0,random_forest
313,21.0,0.624,0.0,0.0,0.0,2.0,0.0,9.0,2202.0,3.0,3.0,174.0,0.0,logistic_regression
314,103.0,0.92,0.0,0.0,2.0,2.0,0.0,9.0,2461.0,3.0,1.0,28.0,1.0,random_forest
315,103.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2509.0,3.0,5.0,182.0,1.0,random_forest
316,103.0,0.92,0.0,0.0,2.0,2.0,0.0,2.0,2276.0,3.0,1.0,73.0,1.0,random_forest
317,103.0,0.92,0.0,1.0,0.0,2.0,0.0,20.0,2158.0,2.0,1.0,24.0,1.0,random_forest
318,21.0,0.624,0.0,0.0,2.0,1.0,0.0,4.0,1812.0,3.0,1.0,105.0,1.0,random_forest
319,103.0,0.92,0.0,1.0,0.0,2.0,0.0,12.0,2106.0,2.0,3.0,222.0,1.0,random_forest
320,160.0,0.92,0.0,0.0,2.0,2.0,0.0,3.0,2093.0,3.0,0.0,54.0,1.0,random_forest
321,21.0,0.624,0.0,0.0,2.0,3.0,0.0,0.0,1978.0,3.0,0.0,55.0,0.0,random_forest
322,21.0,0.624,0.0,1.0,0.0,2.0,0.0,7.0,100.0,3.0,2.0,162.0,1.0,random_forest
323,103.0,0.92,1.0,1.0,0.0,3.0,0.0,21.0,2726.0,3.0,5.0,46.0,0.0,logistic_regression
324,103.0,0.92,0.0,0.0,2.0,2.0,0.0,2.0,2286.0,3.0,1.0,50.0,1.0,random_forest
325,160.0,0.92,1.0,1.0,2.0,2.0,0.0,5.0,2092.0,3.0,4.0,41.0,1.0,random_forest
326,103.0,0.92,0.0,1.0,0.0,2.0,0.0,10.0,10000.0,3.0,5.0,27.0,0.0,logistic_regression
327,160.0,0.92,1.0,0.0,0.0,2.0,0.0,3.0,2435.0,3.0,1.0,77.0,1.0,random_forest
328,21.0,0.624,0.0,1.0,1.0,2.0,0.0,11.0,1.0,2.0,2.0,22.0,1.0,random_forest
329,160.0,0.92,1.0,0.0,0.0,2.0,3.0,2.0,2086.0,3.0,1.0,75.0,1.0,random_forest
330,21.0,0.624,0.0,1.0,2.0,3.0,0.0,20.0,50.0,2.0,1.0,16.0,1.0,random_forest
331,45.0,0.89,0.0,0.0,2.0,2.0,2.0,2.0,2153.0,3.0,1.0,29.0,1.0,random_forest
332,21.0,0.624,0.0,1.0,2.0,2.0,0.0,2.0,50.0,5.0,1.0,10.0,1.0,logistic_regression
333,21.0,0.624,0.0,1.0,0.0,2.0,0.0,1.0,100.0,3.0,0.0,50.0,1.0,random_forest
334,103.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2232.0,2.0,3.0,21.0,0.0,logistic_regression
335,103.0,0.92,1.0,0.0,2.0,2.0,0.0,2.0,2456.0,3.0,1.0,21.0,1.0,random_forest
336,128.0,0.527,0.0,1.0,0.0,2.0,0.0,2.0,10.0,3.0,0.0,28.0,0.0,logistic_regression
337,103.0,0.92,0.0,1.0,0.0,2.0,4.0,21.0,2135.0,3.0,5.0,32.0,1.0,random_forest
338,21.0,0.624,0.0,1.0,0.0,2.0,5.0,4.0,100.0,1.0,2.0,127.0,0.0,logistic_regression
339,21.0,0.624,0.0,1.0,0.0,3.0,0.0,15.0,50.0,2.0,3.0,57.0,0.0,logistic_regression
340,79.0,0.698,0.0,0.0,1.0,2.0,0.0,4.0,2191.0,3.0,1.0,46.0,1.0,random_forest
341,160.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2030.0,2.0,1.0,134.0,1.0,random_forest
342,103.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2182.0,2.0,1.0,15.0,1.0,random_forest
343,21.0,0.624,1.0,0.0,0.0,3.0,0.0,13.0,1000.0,3.0,5.0,56.0,1.0,random_forest
344,21.0,0.624,0.0,1.0,0.0,2.0,0.0,4.0,1.0,3.0,1.0,32.0,1.0,random_forest
345,103.0,0.92,0.0,0.0,0.0,3.0,0.0,9.0,2738.0,3.0,1.0,198.0,1.0,random_forest
346,103.0,0.92,0.0,1.0,0.0,2.0,0.0,15.0,2437.0,3.0,5.0,65.0,1.0,random_forest
347,21.0,0.624,0.0,1.0,0.0,2.0,0.0,6.0,50.0,1.0,4.0,17.0,1.0,random_forest
348,21.0,0.624,0.0,1.0,0.0,3.0,0.0,17.0,10000.0,3.0,3.0,90.0,1.0,random_forest
349,21.0,0.624,0.0,1.0,0.0,2.0,0.0,1.0,10.0,3.0,1.0,35.0,1.0,random_forest
350,160.0,0.92,0.0,1.0,0.0,2.0,0.0,5.0,1721.0,2.0,1.0,62.0,1.0,random_forest
351,21.0,0.624,0.0,1.0,0.0,2.0,0.0,12.0,1.0,1.0,1.0,47.0,1.0,random_forest
352,11.0,0.55,0.0,1.0,0.0,3.0,0.0,9.0,50.0,3.0,1.0,12.0,0.0,logistic_regression
353,21.0,0.624,0.0,1.0,0.0,2.0,0.0,4.0,1000.0,3.0,1.0,25.0,1.0,random_forest
354,145.0,0.555,0.0,0.0,0.0,3.0,0.0,3.0,100.0,3.0,1.0,336.0,1.0,logistic_regression
355,160.0,0.92,0.0,1.0,0.0,2.0,0.0,10.0,1835.0,2.0,1.0,79.0,1.0,random_forest
356,21.0,0.624,0.0,1.0,0.0,2.0,0.0,7.0,10.0,2.0,1.0,182.0,1.0,random_forest
357,103.0,0.92,0.0,0.0,2.0,3.0,0.0,6.0,2546.0,3.0,0.0,117.0,1.0,random_forest
358,103.0,0.92,0.0,1.0,0.0,2.0,0.0,16.0,2181.0,2.0,2.0,11.0,1.0,random_forest
359,21.0,0.624,0.0,1.0,2.0,2.0,0.0,12.0,10.0,3.0,5.0,21.0,1.0,random_forest
360,78.0,0.579,0.0,0.0,0.0,3.0,0.0,1.0,100.0,4.0,1.0,62.0,1.0,logistic_regression
361,46.0,0.762,0.0,1.0,0.0,2.0,0.0,5.0,1760.0,2.0,1.0,54.0,1.0,random_forest
362,75.0,0.939,0.0,1.0,0.0,2.0,0.0,15.0,2521.0,3.0,5.0,50.0,1.0,random_forest
363,142.0,0.727,0.0,1.0,0.0,3.0,0.0,21.0,2123.0,2.0,1.0,88.0,1.0,random_forest
364,103.0,0.92,2.0,0.0,2.0,2.0,0.0,3.0,2836.0,3.0,3.0,15.0,1.0,random_forest
365,160.0,0.92,1.0,0.0,2.0,2.0,0.0,0.0,2122.0,3.0,2.0,29.0,0.0,logistic_regression
366,67.0,0.855,0.0,1.0,0.0,2.0,0.0,8.0,2002.0,2.0,2.0,29.0,1.0,random_forest
367,25.0,0.698,0.0,0.0,0.0,2.0,0.0,5.0,2629.0,3.0,4.0,56.0,1.0,random_forest
368,103.0,0.92,0.0,1.0,0.0,3.0,0.0,21.0,2744.0,3.0,4.0,87.0,1.0,random_forest
369,11.0,0.55,1.0,1.0,0.0,3.0,0.0,11.0,100.0,3.0,0.0,51.0,0.0,logistic_regression
370,103.0,0.92,1.0,1.0,0.0,2.0,0.0,21.0,2122.0,2.0,2.0,105.0,0.0,logistic_regression
371,21.0,0.624,0.0,1.0,0.0,3.0,0.0,8.0,50.0,3.0,1.0,43.0,1.0,random_forest
372,21.0,0.624,0.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,17.0,1.0,logistic_regression
373,103.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2586.0,3.0,5.0,7.0,1.0,random_forest
374,160.0,0.92,1.0,1.0,0.0,2.0,3.0,1.0,1478.0,2.0,1.0,35.0,1.0,random_forest
375,128.0,0.527,0.0,0.0,0.0,2.0,5.0,4.0,1388.0,3.0,1.0,79.0,1.0,random_forest
376,21.0,0.624,0.0,1.0,2.0,2.0,0.0,5.0,1529.0,2.0,1.0,104.0,1.0,random_forest
377,103.0,0.92,0.0,0.0,2.0,2.0,0.0,2.0,2200.0,3.0,1.0,202.0,1.0,random_forest
378,100.0,0.887,0.0,0.0,2.0,2.0,0.0,3.0,2184.0,3.0,0.0,25.0,1.0,random_forest
379,21.0,0.624,0.0,1.0,0.0,2.0,0.0,4.0,10000.0,3.0,2.0,250.0,1.0,random_forest
380,11.0,0.55,0.0,0.0,0.0,2.0,0.0,5.0,2089.0,2.0,0.0,37.0,1.0,random_forest
381,11.0,0.55,0.0,0.0,0.0,1.0,0.0,0.0,1643.0,2.0,0.0,68.0,1.0,random_forest
382,21.0,0.624,0.0,1.0,0.0,3.0,0.0,21.0,5000.0,3.0,5.0,72.0,1.0,random_forest
383,21.0,0.624,0.0,1.0,0.0,2.0,0.0,4.0,50.0,2.0,1.0,12.0,1.0,random_forest
384,100.0,0.887,0.0,1.0,0.0,2.0,0.0,12.0,2228.0,2.0,4.0,96.0,1.0,random_forest
385,23.0,0.899,1.0,0.0,2.0,2.0,0.0,5.0,2527.0,3.0,0.0,70.0,1.0,random_forest
386,103.0,0.92,1.0,1.0,0.0,2.0,3.0,3.0,1541.0,2.0,0.0,12.0,1.0,random_forest
387,103.0,0.92,0.0,1.0,0.0,2.0,3.0,21.0,2249.0,3.0,5.0,23.0,1.0,random_forest
388,103.0,0.92,0.0,1.0,0.0,2.0,1.0,21.0,2045.0,2.0,1.0,77.0,1.0,random_forest
389,103.0,0.92,0.0,1.0,0.0,2.0,0.0,8.0,2005.0,2.0,2.0,37.0,1.0,random_forest
390,21.0,0.624,0.0,0.0,0.0,2.0,0.0,2.0,5000.0,4.0,1.0,5.0,1.0,random_forest
391,21.0,0.624,0.0,1.0,2.0,3.0,0.0,4.0,50.0,3.0,1.0,35.0,1.0,logistic_regression
392,103.0,0.92,0.0,0.0,2.0,1.0,0.0,6.0,2066.0,3.0,1.0,43.0,1.0,random_forest
393,100.0,0.887,0.0,1.0,0.0,2.0,0.0,21.0,2437.0,2.0,4.0,42.0,1.0,random_forest
394,65.0,0.802,0.0,0.0,2.0,2.0,0.0,7.0,2242.0,3.0,0.0,6.0,1.0,random_forest
395,21.0,0.624,0.0,1.0,0.0,2.0,0.0,6.0,50.0,2.0,1.0,101.0,0.0,logistic_regression
396,21.0,0.624,0.0,1.0,2.0,2.0,0.0,4.0,10.0,2.0,1.0,10.0,0.0,logistic_regression
397,21.0,0.624,0.0,1.0,0.0,3.0,0.0,9.0,50.0,3.0,5.0,96.0,1.0,random_forest
398,21.0,0.624,0.0,1.0,0.0,2.0,0.0,1.0,1574.0,2.0,1.0,29.0,1.0,random_forest
399,21.0,0.624,0.0,1.0,0.0,3.0,0.0,5.0,50.0,2.0,1.0,34.0,0.0,logistic_regression
400,21.0,0.624,0.0,1.0,0.0,2.0,0.0,12.0,500.0,3.0,1.0,48.0,0.0,logistic_regression
401,21.0,0.624,0.0,1.0,0.0,2.0,0.0,4.0,50.0,3.0,1.0,57.0,1.0,random_forest
402,21.0,0.624,0.0,0.0,0.0,1.0,0.0,3.0,1703.0,2.0,0.0,111.0,0.0,logistic_regression
403,11.0,0.55,0.0,0.0,1.0,2.0,0.0,4.0,1868.0,3.0,0.0,4.0,0.0,random_forest
404,21.0,0.624,0.0,1.0,0.0,2.0,1.0,17.0,2097.0,2.0,4.0,21.0,1.0,random_forest
405,21.0,0.624,0.0,1.0,2.0,2.0,0.0,3.0,500.0,1.0,1.0,113.0,0.0,logistic_regression
406,103.0,0.92,0.0,0.0,0.0,2.0,0.0,21.0,3197.0,3.0,5.0,25.0,1.0,random_forest
407,21.0,0.624,0.0,1.0,0.0,3.0,0.0,5.0,100.0,3.0,1.0,80.0,0.0,logistic_regression
408,160.0,0.92,0.0,0.0,0.0,2.0,0.0,17.0,2417.0,3.0,2.0,12.0,0.0,logistic_regression
409,78.0,0.579,0.0,0.0,2.0,2.0,3.0,1.0,1206.0,3.0,0.0,118.0,0.0,random_forest
410,145.0,0.555,0.0,1.0,0.0,2.0,0.0,6.0,10.0,3.0,1.0,78.0,0.0,logistic_regression
411,101.0,0.5579999999999999,0.0,0.0,2.0,1.0,0.0,2.0,1163.0,3.0,0.0,100.0,0.0,random_forest
412,21.0,0.624,0.0,1.0,0.0,2.0,0.0,3.0,50.0,1.0,1.0,61.0,1.0,random_forest
413,21.0,0.624,0.0,1.0,0.0,2.0,0.0,5.0,10.0,3.0,0.0,24.0,1.0,random_forest
414,21.0,0.624,0.0,0.0,2.0,1.0,0.0,0.0,1665.0,3.0,0.0,56.0,1.0,random_forest
415,21.0,0.624,0.0,1.0,0.0,2.0,0.0,3.0,100.0,3.0,3.0,77.0,0.0,logistic_regression
416,160.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2458.0,3.0,5.0,45.0,1.0,random_forest
417,176.0,0.764,0.0,0.0,2.0,2.0,0.0,2.0,2081.0,3.0,2.0,58.0,1.0,random_forest
418,116.0,0.743,0.0,0.0,1.0,2.0,0.0,3.0,2022.0,3.0,0.0,16.0,1.0,random_forest
419,21.0,0.624,0.0,1.0,1.0,3.0,0.0,7.0,50.0,1.0,1.0,24.0,1.0,random_forest
420,42.0,0.563,0.0,1.0,0.0,3.0,0.0,6.0,50.0,3.0,1.0,103.0,1.0,random_forest
421,74.0,0.579,0.0,1.0,0.0,2.0,0.0,10.0,100.0,3.0,2.0,79.0,0.0,logistic_regression
422,103.0,0.92,0.0,1.0,0.0,2.0,0.0,17.0,2498.0,3.0,5.0,20.0,1.0,random_forest
423,102.0,0.804,1.0,1.0,1.0,2.0,0.0,2.0,1730.0,2.0,1.0,95.0,1.0,random_forest
424,131.0,0.68,0.0,1.0,1.0,2.0,0.0,4.0,1432.0,2.0,1.0,46.0,1.0,random_forest
425,73.0,0.754,0.0,0.0,0.0,2.0,0.0,13.0,2483.0,3.0,1.0,18.0,1.0,random_forest
426,11.0,0.55,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,20.0,1.0,random_forest
427,160.0,0.92,0.0,0.0,2.0,1.0,0.0,11.0,2077.0,3.0,4.0,8.0,0.0,logistic_regression
428,21.0,0.624,0.0,1.0,0.0,2.0,0.0,4.0,100.0,3.0,2.0,78.0,0.0,logistic_regression
429,21.0,0.624,0.0,1.0,0.0,2.0,0.0,10.0,50.0,2.0,1.0,149.0,1.0,random_forest
430,126.0,0.479,0.0,1.0,2.0,2.0,0.0,21.0,1.0,4.0,5.0,19.0,1.0,logistic_regression
431,21.0,0.624,1.0,1.0,0.0,2.0,0.0,3.0,10.0,3.0,2.0,7.0,1.0,random_forest
432,128.0,0.527,0.0,0.0,1.0,2.0,0.0,10.0,100.0,1.0,1.0,57.0,0.0,logistic_regression
433,21.0,0.624,0.0,1.0,0.0,2.0,0.0,7.0,5000.0,3.0,4.0,41.0,0.0,logistic_regression
434,70.0,0.698,0.0,1.0,0.0,2.0,0.0,3.0,1599.0,2.0,1.0,47.0,1.0,random_forest
435,21.0,0.624,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,10.0,1.0,random_forest
436,103.0,0.92,0.0,0.0,2.0,2.0,0.0,5.0,10.0,4.0,1.0,41.0,0.0,logistic_regression
437,21.0,0.624,0.0,1.0,0.0,4.0,0.0,21.0,2647.0,3.0,2.0,16.0,1.0,random_forest
438,160.0,0.92,0.0,1.0,2.0,2.0,0.0,8.0,1700.0,2.0,1.0,34.0,1.0,random_forest
439,16.0,0.91,0.0,0.0,2.0,2.0,0.0,3.0,2457.0,3.0,1.0,69.0,1.0,random_forest
440,21.0,0.624,0.0,1.0,0.0,2.0,0.0,3.0,500.0,3.0,1.0,80.0,1.0,random_forest
441,100.0,0.887,0.0,1.0,2.0,2.0,0.0,21.0,2039.0,2.0,1.0,50.0,1.0,random_forest
442,67.0,0.855,1.0,1.0,2.0,2.0,0.0,5.0,1846.0,2.0,1.0,158.0,1.0,random_forest
443,21.0,0.624,0.0,0.0,2.0,1.0,0.0,2.0,1664.0,3.0,0.0,119.0,1.0,random_forest
444,21.0,0.624,0.0,0.0,0.0,1.0,0.0,2.0,1718.0,2.0,0.0,72.0,0.0,logistic_regression
445,103.0,0.92,0.0,1.0,0.0,3.0,0.0,21.0,3079.0,4.0,5.0,26.0,0.0,logistic_regression
446,21.0,0.624,0.0,1.0,0.0,2.0,0.0,13.0,100.0,1.0,1.0,54.0,0.0,logistic_regression
447,103.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2386.0,2.0,3.0,7.0,1.0,random_forest
448,103.0,0.92,0.0,1.0,0.0,2.0,0.0,16.0,2482.0,3.0,5.0,10.0,1.0,random_forest
449,103.0,0.92,0.0,0.0,1.0,1.0,0.0,6.0,2025.0,3.0,1.0,98.0,0.0,logistic_regression
450,97.0,0.925,0.0,0.0,2.0,2.0,0.0,6.0,2505.0,3.0,2.0,6.0,1.0,random_forest
451,21.0,0.624,0.0,0.0,2.0,2.0,0.0,4.0,1774.0,3.0,0.0,15.0,0.0,random_forest
452,103.0,0.92,1.0,1.0,0.0,3.0,3.0,21.0,2290.0,2.0,1.0,8.0,1.0,random_forest
453,103.0,0.92,1.0,1.0,0.0,2.0,0.0,11.0,2074.0,2.0,1.0,150.0,1.0,random_forest
454,21.0,0.624,0.0,1.0,0.0,2.0,0.0,4.0,10.0,3.0,0.0,89.0,0.0,logistic_regression
455,101.0,0.5579999999999999,0.0,0.0,0.0,1.0,0.0,8.0,1745.0,2.0,1.0,94.0,1.0,random_forest
456,21.0,0.624,0.0,1.0,0.0,3.0,0.0,8.0,1998.0,2.0,1.0,25.0,1.0,random_forest
457,21.0,0.624,0.0,1.0,0.0,3.0,0.0,4.0,10.0,3.0,1.0,194.0,1.0,random_forest
458,21.0,0.624,1.0,1.0,0.0,2.0,0.0,6.0,100.0,1.0,2.0,71.0,1.0,random_forest
459,11.0,0.55,0.0,1.0,0.0,2.0,0.0,6.0,10.0,3.0,0.0,89.0,1.0,random_forest
